strain,locusId,gene_id,gene_name,description
PV4,5207476,PV4:5207476,glyQ,glycyl-tRNA synthetase subunit alpha (RefSeq)
PV4,5210474,PV4:5210474,Shew_2915,4-diphosphocytidyl-2C-methyl-D-erythritol kinase (RefSeq)
PV4,5209868,PV4:5209868,Shew_2321,inositol monophosphatase (RefSeq)
PV4,5209671,PV4:5209671,Shew_2124,hypothetical protein (RefSeq)
PV4,5209487,PV4:5209487,Shew_1957,hypothetical protein (RefSeq)
PV4,5208591,PV4:5208591,Shew_1102,hydroxymethylbutenyl pyrophosphate reductase (RefSeq)
PV4,5209483,PV4:5209483,Shew_1953,cytidylate kinase (RefSeq)
PV4,5209479,PV4:5209479,Shew_1949,"DNA gyrase, A subunit (RefSeq)"
PV4,5209771,PV4:5209771,Shew_2224,DNA topoisomerase I (RefSeq)
PV4,5210183,PV4:5210183,Shew_2627,surface antigen (D15) (RefSeq)
PV4,5209350,PV4:5209350,Shew_1824,response regulator (RefSeq)
PV4,5209175,PV4:5209175,sdhA,succinate dehydrogenase flavoprotein subunit (RefSeq)
PV4,5207614,PV4:5207614,Shew_0143,pantothenate kinase (RefSeq)
PV4,5210184,PV4:5210184,Shew_2628,putative membrane-associated zinc metalloprotease (RefSeq)
PV4,5210439,PV4:5210439,Shew_2880,Na(+)-translocating NADH-quinone reductase subunit B (RefSeq)
PV4,5208588,PV4:5208588,Shew_1099,isoleucyl-tRNA synthetase (RefSeq)
PV4,5209496,PV4:5209496,Shew_1966,DTW domain-containing protein (RefSeq)
PV4,5210947,PV4:5210947,Shew_3373,ubiquinone/menaquinone biosynthesis methyltransferase (RefSeq)
PV4,5209855,PV4:5209855,Shew_2308,aspartate-semialdehyde dehydrogenase (RefSeq)
PV4,5210069,PV4:5210069,Shew_2513,"UDP-2,3-diacylglucosamine hydrolase (RefSeq)"
PV4,5210790,PV4:5210790,Shew_3218,"carbamoyl-phosphate synthase L chain, ATP-binding (RefSeq)"
PV4,5209387,PV4:5209387,Shew_1858,DegT/DnrJ/EryC1/StrS aminotransferase (RefSeq)
PV4,5210384,PV4:5210384,infB,translation initiation factor IF-2 (RefSeq)
PV4,5208300,PV4:5208300,lysS,lysyl-tRNA synthetase (RefSeq)
PV4,5210179,PV4:5210179,Shew_2623,UDP-N-acetylglucosamine acyltransferase (RefSeq)
PV4,5207468,PV4:5207468,Shew_0002,"DNA polymerase III, beta subunit (RefSeq)"
PV4,5207662,PV4:5207662,Shew_0188,heme exporter protein CcmC (RefSeq)
PV4,5208241,PV4:5208241,Shew_0753,erythrose 4-phosphate dehydrogenase (RefSeq)
PV4,5208542,PV4:5208542,Shew_1053,signal peptidase I (RefSeq)
PV4,5209882,PV4:5209882,secD,preprotein translocase subunit SecD (RefSeq)
PV4,5209898,PV4:5209898,Shew_2351,metal dependent phosphohydrolase (RefSeq)
PV4,5209095,PV4:5209095,metG,methionyl-tRNA synthetase (RefSeq)
PV4,5209177,PV4:5209177,kgd,alpha-ketoglutarate decarboxylase (RefSeq)
PV4,5210067,PV4:5210067,cysS,cysteinyl-tRNA synthetase (RefSeq)
PV4,5210181,PV4:5210181,Shew_2625,UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase (RefSeq)
PV4,5210038,PV4:5210038,Shew_2486,hypothetical protein (RefSeq)
PV4,5210393,PV4:5210393,Shew_2834,ATP-dependent metalloprotease FtsH (RefSeq)
PV4,5210509,PV4:5210509,Shew_2942,lipoyl synthase (RefSeq)
PV4,5209111,PV4:5209111,rbgA,ribosomal biogenesis GTPase (RefSeq)
PV4,5207613,PV4:5207613,Shew_0142,biotin--protein ligase (RefSeq)
PV4,5208795,PV4:5208795,Shew_1297,inositol-5-monophosphate dehydrogenase (RefSeq)
PV4,5210998,PV4:5210998,Shew_3424,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase (RefSeq)
PV4,5210195,PV4:5210195,dapD,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (RefSeq)"
PV4,5209377,PV4:5209377,Shew_1848,dihydrodipicolinate synthase (RefSeq)
PV4,5209100,PV4:5209100,Shew_1578,aminodeoxychorismate lyase (RefSeq)
PV4,5209429,PV4:5209429,asnC,asparaginyl-tRNA synthetase (RefSeq)
PV4,5208370,PV4:5208370,Shew_0882,organic solvent tolerance protein (RefSeq)
PV4,5209470,PV4:5209470,ansA,cytoplasmic asparaginase I (RefSeq)
PV4,5210392,PV4:5210392,Shew_2833,dihydropteroate synthase (RefSeq)
PV4,5209161,PV4:5209161,Shew_1639,tetraacyldisaccharide 4'-kinase (RefSeq)
PV4,5209094,PV4:5209094,Shew_1572,hypothetical protein (RefSeq)
PV4,5209627,PV4:5209627,Shew_2084,gonadoliberin III-related protein (RefSeq)
PV4,5210463,PV4:5210463,Shew_2904,2-dehydro-3-deoxyphosphooctonate aldolase (RefSeq)
PV4,5209082,PV4:5209082,trmU,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (RefSeq)
PV4,5208369,PV4:5208369,Shew_0881,PpiC-type peptidyl-prolyl cis-trans isomerase (RefSeq)
PV4,5209160,PV4:5209160,Shew_1638,"lipid A ABC exporter, fused ATPase and inner membrane subunits MsbA (RefSeq)"
PV4,5208544,PV4:5208544,era,GTP-binding protein Era (RefSeq)
PV4,5209385,PV4:5209385,Shew_1856,3-deoxy-manno-octulosonate cytidylyltransferase (RefSeq)
PV4,5211035,PV4:5211035,Shew_3451,cell division protein FtsQ (RefSeq)
PV4,5209930,PV4:5209930,Shew_2378,cell division protein ZipA (RefSeq)
PV4,5208239,PV4:5208239,Shew_0751,S-adenosylmethionine synthetase (RefSeq)
PV4,5209885,PV4:5209885,Shew_2338,S-adenosylmethionine--tRNA-ribosyltransferase-isomerase (RefSeq)
PV4,5210996,PV4:5210996,Shew_3422,uroporphyrinogen decarboxylase (RefSeq)
PV4,5210949,PV4:5210949,Shew_3375,2-polyprenylphenol 6-hydroxylase (RefSeq)
PV4,5210059,PV4:5210059,Shew_2506,ATP-dependent protease La (RefSeq)
PV4,5208240,PV4:5208240,Shew_0752,transketolase (RefSeq)
PV4,5210496,PV4:5210496,leuS,leucyl-tRNA synthetase (RefSeq)
PV4,5207806,PV4:5207806,dapF,diaminopimelate epimerase (RefSeq)
PV4,5209143,PV4:5209143,Shew_1621,agmatinase (RefSeq)
PV4,5208789,PV4:5208789,Shew_1291,histidyl-tRNA synthetase (RefSeq)
PV4,5210471,PV4:5210471,prfA,peptide chain release factor 1 (RefSeq)
PV4,5207801,PV4:5207801,hemC,porphobilinogen deaminase (RefSeq)
PV4,5208850,PV4:5208850,flgH,flagellar basal body L-ring protein (RefSeq)
PV4,5209154,PV4:5209154,Shew_1632,"LolC/E family lipoprotein releasing system, transmembrane protein (RefSeq)"
PV4,5210186,PV4:5210186,Shew_2630,phosphatidate cytidylyltransferase (RefSeq)
PV4,5210791,PV4:5210791,Shew_3219,LysR family transcriptional regulator (RefSeq)
PV4,5211040,PV4:5211040,Shew_3456,phospho-N-acetylmuramoyl-pentapeptide-transferase (RefSeq)
PV4,5209926,PV4:5209926,Shew_2374,NAD-dependent epimerase/dehydratase (RefSeq)
PV4,5210504,PV4:5210504,Shew_2937,lytic murein transglycosylase B (RefSeq)
PV4,5208577,PV4:5208577,pgi,glucose-6-phosphate isomerase (RefSeq)
PV4,5210036,PV4:5210036,Shew_2484,hypothetical protein (RefSeq)
PV4,5210391,PV4:5210391,Shew_2832,phosphoglucosamine mutase (RefSeq)
PV4,5210152,PV4:5210152,Shew_2596,prolyl-tRNA synthetase (RefSeq)
PV4,5211041,PV4:5211041,Shew_3457,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase (RefSeq)"
PV4,5208359,PV4:5208359,obgE,GTPase ObgE (RefSeq)
PV4,5209782,PV4:5209782,Shew_2235,"DNA polymerase III, subunits gamma and tau (RefSeq)"
PV4,5208042,PV4:5208042,Shew_0558,ribosome-associated GTPase (RefSeq)
PV4,5208784,PV4:5208784,Shew_1286,hypothetical protein (RefSeq)
PV4,5209680,PV4:5209680,ddl,D-alanyl-alanine synthetase A (RefSeq)
PV4,5210503,PV4:5210503,Shew_2936,rod shape-determining protein RodA (RefSeq)
PV4,5208299,PV4:5208299,Shew_0811,peptide chain release factor 2 (RefSeq)
PV4,5209457,PV4:5209457,Shew_1928,quinolinate synthetase (RefSeq)
PV4,5210073,PV4:5210073,Shew_2517,ferrous iron transport protein B (RefSeq)
PV4,5209622,PV4:5209622,aspS,aspartyl-tRNA synthetase (RefSeq)
PV4,5208551,PV4:5208551,Shew_1062,signal recognition particle protein (RefSeq)
PV4,5209127,PV4:5209127,Shew_1605,beta-ketoacyl synthase (RefSeq)
PV4,5210185,PV4:5210185,Shew_2629,1-deoxy-D-xylulose 5-phosphate reductoisomerase (RefSeq)
PV4,5209852,PV4:5209852,Shew_2305,FolC bifunctional protein (RefSeq)
PV4,5210402,PV4:5210402,Shew_2843,chaperone protein DnaJ (RefSeq)
PV4,5208501,PV4:5208501,Shew_1012,"glutamate-1-semialdehyde-2,1-aminomutase (RefSeq)"
PV4,5211433,PV4:5211433,Shew_3842,UDP-N-acetylglucosamine pyrophosphorylase (RefSeq)
PV4,5208511,PV4:5208511,Shew_1022,tyrosyl-tRNA synthetase (RefSeq)
PV4,5211430,PV4:5211430,Shew_3839,"glucosamine--fructose-6-phosphate aminotransferase, isomerizing (RefSeq)"
PV4,5208546,PV4:5208546,Shew_1057,pyridoxal phosphate biosynthetic protein PdxJ (RefSeq)
PV4,5209583,PV4:5209583,Shew_2047,6-phosphogluconolactonase (RefSeq)
PV4,5208428,PV4:5208428,Shew_0940,permease YjgP/YjgQ family protein (RefSeq)
PV4,5208033,PV4:5208033,Shew_0549,DNA topoisomerase IV subunit B (RefSeq)
PV4,5211034,PV4:5211034,Shew_3450,cell division protein FtsA (RefSeq)
PV4,5208708,PV4:5208708,Shew_1217,alanyl-tRNA synthetase (RefSeq)
PV4,5210434,PV4:5210434,Shew_2875,ApbE family lipoprotein (RefSeq)
PV4,5208368,PV4:5208368,Shew_0880,4-hydroxythreonine-4-phosphate dehydrogenase (RefSeq)
PV4,5207887,PV4:5207887,Shew_0403,cell shape determining protein MreB (RefSeq)
PV4,5210399,PV4:5210399,Shew_2840,dihydrodipicolinate reductase (RefSeq)
PV4,5208536,PV4:5208536,Shew_1047,L-aspartate oxidase (RefSeq)
PV4,5209241,PV4:5209241,Shew_1719,biotin synthase (RefSeq)
PV4,5209242,PV4:5209242,Shew_1720,8-amino-7-oxononanoate synthase (RefSeq)
PV4,5208411,PV4:5208411,valS,valyl-tRNA synthetase (RefSeq)
PV4,5208448,PV4:5208448,Shew_0960,hypothetical protein (RefSeq)
PV4,5210884,PV4:5210884,Shew_3310,ABC transporter-related protein (RefSeq)
PV4,5211033,PV4:5211033,Shew_3449,cell division protein FtsZ (RefSeq)
PV4,5208788,PV4:5208788,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (RefSeq)
PV4,5208978,PV4:5208978,nadE,NAD synthetase (RefSeq)
PV4,5209155,PV4:5209155,Shew_1633,"lipoprotein releasing system, ATP-binding protein (RefSeq)"
PV4,5210956,PV4:5210956,Shew_3382,delta-aminolevulinic acid dehydratase (RefSeq)
PV4,5211327,PV4:5211327,trkA,potassium transporter peripheral membrane component (RefSeq)
PV4,5211391,PV4:5211391,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase (RefSeq)
PV4,5208516,PV4:5208516,Shew_1027,methylthioadenosine nucleosidase (RefSeq)
PV4,5210004,PV4:5210004,Shew_2452,DEAD/DEAH box helicase domain-containing protein (RefSeq)
PV4,5209676,PV4:5209676,Shew_2129,"exodeoxyribonuclease V, gamma subunit (RefSeq)"
PV4,5209866,PV4:5209866,Shew_2319,serine O-acetyltransferase (RefSeq)
PV4,5207475,PV4:5207475,glyS,glycyl-tRNA synthetase subunit beta (RefSeq)
PV4,5207784,PV4:5207784,Shew_0305,ATP-dependent DNA helicase Rep (RefSeq)
PV4,5208429,PV4:5208429,Shew_0941,permease YjgP/YjgQ family protein (RefSeq)
PV4,5207862,PV4:5207862,argS,arginyl-tRNA synthetase (RefSeq)
PV4,5210852,PV4:5210852,Shew_3278,replicative DNA helicase (RefSeq)
PV4,5209156,PV4:5209156,Shew_1634,"LolC/E family lipoprotein releasing system, transmembrane protein (RefSeq)"
PV4,5211190,PV4:5211190,Shew_3606,signal recognition particle-docking protein FtsY (RefSeq)
PV4,5210491,PV4:5210491,Shew_2924,PhoH family protein (RefSeq)
PV4,5210178,PV4:5210178,lpxB,lipid-A-disaccharide synthase (RefSeq)
PV4,5210958,PV4:5210958,ubiA,4-hydroxybenzoate octaprenyltransferase (RefSeq)
PV4,5211394,PV4:5211394,Shew_3806,phosphoglyceromutase (RefSeq)
PV4,5210330,PV4:5210330,Shew_2773,NAD(+) kinase (RefSeq)
PV4,5210498,PV4:5210498,Shew_2931,"DNA polymerase III, delta subunit (RefSeq)"
PV4,5208698,PV4:5208698,Shew_1207,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (RefSeq)
PV4,5209614,PV4:5209614,Shew_2071,SoxR-reducing system protein RsxE (RefSeq)
PV4,5211066,PV4:5211066,Shew_3482,phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase (RefSeq)
PV4,5210743,PV4:5210743,Shew_3171,prolipoprotein diacylglyceryl transferase (RefSeq)
PV4,5210741,PV4:5210741,Shew_3169,WD-40 repeat-containing protein (RefSeq)
PV4,5208683,PV4:5208683,Shew_1192,thiamine-monophosphate kinase (RefSeq)
PV4,5209611,PV4:5209611,Shew_2068,electron transport complex protein RnfC (RefSeq)
PV4,5209367,PV4:5209367,Shew_1838,DNA replication initiation factor (RefSeq)
PV4,5208035,PV4:5208035,Shew_0551,DNA topoisomerase IV subunit A (RefSeq)
PV4,5210706,PV4:5210706,Shew_3134,pantoate--beta-alanine ligase (RefSeq)
PV4,5208792,PV4:5208792,engA,GTP-binding protein EngA (RefSeq)
PV4,5209612,PV4:5209612,Shew_2069,"electron transport complex, RnfABCDGE type, D subunit (RefSeq)"
PV4,5210470,PV4:5210470,Shew_2911,HemK family modification methylase (RefSeq)
PV4,5207843,PV4:5207843,Shew_0360,UbiD family decarboxylase (RefSeq)
PV4,5210328,PV4:5210328,Shew_2771,1-deoxy-D-xylulose-5-phosphate synthase (RefSeq)
PV4,5211043,PV4:5211043,Shew_3459,peptidoglycan glycosyltransferase (RefSeq)
PV4,5209240,PV4:5209240,Shew_1718,adenosylmethionine-8-amino-7-oxononanoate aminotransferase (RefSeq)
PV4,5210502,PV4:5210502,Shew_2935,peptidoglycan glycosyltransferase (RefSeq)
PV4,5208271,PV4:5208271,Shew_0783,pseudouridylate synthase (RefSeq)
PV4,5209929,PV4:5209929,Shew_2377,"DNA ligase, NAD-dependent (RefSeq)"
PV4,5210175,PV4:5210175,Shew_2619,tRNA(Ile)-lysidine synthetase (RefSeq)
PV4,5210176,PV4:5210176,dnaE,DNA polymerase III subunit alpha (RefSeq)
PV4,5209677,PV4:5209677,Shew_2130,"exodeoxyribonuclease V, beta subunit (RefSeq)"
PV4,5208242,PV4:5208242,pgk,phosphoglycerate kinase (RefSeq)
PV4,5208489,PV4:5208489,Shew_1000,metalloendopeptidase glycoprotease family (RefSeq)
PV4,5210770,PV4:5210770,Shew_3198,glycine cleavage T protein (aminomethyl transferase) (RefSeq)
PV4,5211036,PV4:5211036,Shew_3452,UDP-N-acetylmuramate--alanine ligase (RefSeq)
PV4,5211037,PV4:5211037,Shew_3453,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (RefSeq)
PV4,5210880,PV4:5210880,Shew_3306,KpsF/GutQ family protein (RefSeq)
PV4,5209391,PV4:5209391,Shew_1862,succinyl-diaminopimelate desuccinylase (RefSeq)
PV4,5210872,PV4:5210872,Shew_3298,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (RefSeq)
PV4,5210705,PV4:5210705,Shew_3133,3-methyl-2-oxobutanoate hydroxymethyltransferase (RefSeq)
PV4,5211103,PV4:5211103,Shew_3519,outer membrane lipoprotein carrier protein LolA (RefSeq)
PV4,5211042,PV4:5211042,Shew_3458,UDP-N-acetylmuramyl-tripeptide synthetase (RefSeq)
PV4,5211291,PV4:5211291,Shew_3707,3-deoxy-D-manno-octulosonic-acid transferase domain-containing protein (RefSeq)
PV4,5208497,PV4:5208497,Shew_1008,metal dependent phosphohydrolase (RefSeq)
PV4,5209860,PV4:5209860,hscA,chaperone protein HscA (RefSeq)
PV4,5210494,PV4:5210494,Shew_2927,apolipoprotein N-acyltransferase (RefSeq)
PV4,5211039,PV4:5211039,Shew_3455,UDP-N-acetylmuramoylalanine--D-glutamate ligase (RefSeq)
PV4,5210215,PV4:5210215,Shew_2658,ABC transporter-related protein (RefSeq)
PV4,5209920,PV4:5209920,Shew_2368,"exonuclease, RNase T and DNA polymerase III (RefSeq)"
PV4,5209740,PV4:5209740,Shew_2193,"peptidase M22, glycoprotease (RefSeq)"
PV4,5207888,PV4:5207888,Shew_0404,rod shape-determining protein MreC (RefSeq)
PV4,5210638,PV4:5210638,Shew_3066,2-polyprenyl-6-methoxyphenol 4-hydroxylase (RefSeq)
PV4,5211325,PV4:5211325,Shew_3737,methionyl-tRNA formyltransferase (RefSeq)
PV4,5208678,PV4:5208678,Shew_1187,riboflavin biosynthesis protein RibD (RefSeq)
PV4,5210851,PV4:5210851,alr,alanine racemase (RefSeq)
PV4,5207863,PV4:5207863,Shew_0379,primosomal protein N' (RefSeq)
Pedo557,CA265_RS08695,Pedo557:CA265_RS08695,CA265_RS08695,hypothetical protein
Pedo557,CA265_RS02715,Pedo557:CA265_RS02715,CA265_RS02715,30S ribosomal protein S20
Pedo557,CA265_RS22250,Pedo557:CA265_RS22250,CA265_RS22250,hypothetical protein
Pedo557,CA265_RS22780,Pedo557:CA265_RS22780,CA265_RS22780,hypothetical protein
Pedo557,CA265_RS15925,Pedo557:CA265_RS15925,CA265_RS15925,hypothetical protein
Pedo557,CA265_RS20995,Pedo557:CA265_RS20995,CA265_RS20995,biotin--[acetyl-CoA-carboxylase] ligase
Pedo557,CA265_RS04480,Pedo557:CA265_RS04480,CA265_RS04480,gliding motility protein
Pedo557,CA265_RS18060,Pedo557:CA265_RS18060,CA265_RS18060,ATP synthase F1 subunit delta
Pedo557,CA265_RS15940,Pedo557:CA265_RS15940,CA265_RS15940,DNA-binding response regulator
Pedo557,CA265_RS10805,Pedo557:CA265_RS10805,CA265_RS10805,50S ribosomal protein L31
Pedo557,CA265_RS16345,Pedo557:CA265_RS16345,CA265_RS16345,50S ribosomal protein L28
Pedo557,CA265_RS16790,Pedo557:CA265_RS16790,CA265_RS16790,DNA-directed RNA polymerase subunit alpha
Pedo557,CA265_RS17745,Pedo557:CA265_RS17745,CA265_RS17745,hypothetical protein
Pedo557,CA265_RS17005,Pedo557:CA265_RS17005,CA265_RS17005,30S ribosomal protein S10
Pedo557,CA265_RS23610,Pedo557:CA265_RS23610,CA265_RS23610,inorganic pyrophosphatase
Pedo557,CA265_RS09670,Pedo557:CA265_RS09670,CA265_RS09670,hypothetical protein
Pedo557,CA265_RS22675,Pedo557:CA265_RS22675,CA265_RS22675,integration host factor subunit beta
Pedo557,CA265_RS07480,Pedo557:CA265_RS07480,CA265_RS07480,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
Pedo557,CA265_RS16865,Pedo557:CA265_RS16865,CA265_RS16865,50S ribosomal protein L5
Pedo557,CA265_RS15885,Pedo557:CA265_RS15885,CA265_RS15885,hypothetical protein
Pedo557,CA265_RS13250,Pedo557:CA265_RS13250,CA265_RS13250,transcription antitermination factor NusB
Pedo557,CA265_RS16885,Pedo557:CA265_RS16885,CA265_RS16885,50S ribosomal protein L29
Pedo557,CA265_RS21635,Pedo557:CA265_RS21635,CA265_RS21635,chemotaxis protein CheR
Pedo557,CA265_RS16855,Pedo557:CA265_RS16855,CA265_RS16855,30S ribosomal protein S8
Pedo557,CA265_RS15590,Pedo557:CA265_RS15590,CA265_RS15590,hypothetical protein
Pedo557,CA265_RS16870,Pedo557:CA265_RS16870,CA265_RS16870,50S ribosomal protein L24
Pedo557,CA265_RS04430,Pedo557:CA265_RS04430,CA265_RS04430,CDP-diacylglycerol--serine O-phosphatidyltransferase
Pedo557,CA265_RS19045,Pedo557:CA265_RS19045,CA265_RS19045,polysaccharide biosynthesis protein
Pedo557,CA265_RS09625,Pedo557:CA265_RS09625,CA265_RS09625,dihydroneopterin aldolase
Pedo557,CA265_RS16920,Pedo557:CA265_RS16920,CA265_RS16920,50S ribosomal protein L4
Pedo557,CA265_RS03185,Pedo557:CA265_RS03185,CA265_RS03185,hypothetical protein
Pedo557,CA265_RS16880,Pedo557:CA265_RS16880,CA265_RS16880,30S ribosomal protein S17
Pedo557,CA265_RS14830,Pedo557:CA265_RS14830,CA265_RS14830,RNA polymerase Rpb6
Pedo557,CA265_RS10555,Pedo557:CA265_RS10555,CA265_RS10555,50S ribosomal protein L21
Pedo557,CA265_RS02390,Pedo557:CA265_RS02390,CA265_RS02390,30S ribosomal protein S18
Pedo557,CA265_RS16730,Pedo557:CA265_RS16730,CA265_RS16730,nucleotidyltransferase
Pedo557,CA265_RS14380,Pedo557:CA265_RS14380,CA265_RS14380,ABC transporter permease
Pedo557,CA265_RS16795,Pedo557:CA265_RS16795,CA265_RS16795,30S ribosomal protein S4
Pedo557,CA265_RS19210,Pedo557:CA265_RS19210,CA265_RS19210,"GDP-mannose 4,6-dehydratase"
Pedo557,CA265_RS08980,Pedo557:CA265_RS08980,CA265_RS08980,30S ribosomal protein S15
Pedo557,CA265_RS18065,Pedo557:CA265_RS18065,CA265_RS18065,ATP synthase F0 subunit B
Pedo557,CA265_RS15775,Pedo557:CA265_RS15775,CA265_RS15775,ATP synthase subunit epsilon
Pedo557,CA265_RS18075,Pedo557:CA265_RS18075,CA265_RS18075,ATP synthase F0 subunit A
Pedo557,CA265_RS21170,Pedo557:CA265_RS21170,CA265_RS21170,thiamine-phosphate kinase
Pedo557,CA265_RS16905,Pedo557:CA265_RS16905,CA265_RS16905,30S ribosomal protein S19
Pedo557,CA265_RS18915,Pedo557:CA265_RS18915,CA265_RS18915,30S ribosomal protein S2
Pedo557,CA265_RS04285,Pedo557:CA265_RS04285,CA265_RS04285,RNA polymerase sigma factor RpoD
Pedo557,CA265_RS02905,Pedo557:CA265_RS02905,CA265_RS02905,50S ribosomal protein L10
Pedo557,CA265_RS07415,Pedo557:CA265_RS07415,CA265_RS07415,membrane protein insertase YidC
Pedo557,CA265_RS19730,Pedo557:CA265_RS19730,CA265_RS19730,hypothetical protein
Pedo557,CA265_RS21045,Pedo557:CA265_RS21045,CA265_RS21045,hypothetical protein
Pedo557,CA265_RS03560,Pedo557:CA265_RS03560,CA265_RS03560,nucleotide exchange factor GrpE
Pedo557,CA265_RS03730,Pedo557:CA265_RS03730,CA265_RS03730,glycosyltransferase
Pedo557,CA265_RS10500,Pedo557:CA265_RS10500,CA265_RS10500,arginine decarboxylase
Pedo557,CA265_RS18050,Pedo557:CA265_RS18050,CA265_RS18050,ATP synthase F1 subunit gamma
Pedo557,CA265_RS18980,Pedo557:CA265_RS18980,CA265_RS18980,glycine cleavage system protein H
Pedo557,CA265_RS24975,Pedo557:CA265_RS24975,CA265_RS24975,peptidylprolyl isomerase
Pedo557,CA265_RS17800,Pedo557:CA265_RS17800,CA265_RS17800,heme-copper oxidase subunit III
Pedo557,CA265_RS19375,Pedo557:CA265_RS19375,CA265_RS19375,pantothenate kinase
Pedo557,CA265_RS11005,Pedo557:CA265_RS11005,CA265_RS11005,RNA polymerase sigma-54 factor
Pedo557,CA265_RS14605,Pedo557:CA265_RS14605,CA265_RS14605,30S ribosomal protein S1
Pedo557,CA265_RS21510,Pedo557:CA265_RS21510,CA265_RS21510,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
Pedo557,CA265_RS10830,Pedo557:CA265_RS10830,CA265_RS10830,iron-sulfur cluster assembly accessory protein
Pedo557,CA265_RS10825,Pedo557:CA265_RS10825,CA265_RS10825,iron-sulfur cluster scaffold-like protein
Pedo557,CA265_RS16850,Pedo557:CA265_RS16850,CA265_RS16850,50S ribosomal protein L6
Pedo557,CA265_RS16915,Pedo557:CA265_RS16915,CA265_RS16915,50S ribosomal protein L23
Pedo557,CA265_RS07825,Pedo557:CA265_RS07825,CA265_RS07825,50S ribosomal protein L35
Pedo557,CA265_RS23530,Pedo557:CA265_RS23530,CA265_RS23530,NADH-quinone oxidoreductase subunit A
Pedo557,CA265_RS07820,Pedo557:CA265_RS07820,CA265_RS07820,translation initiation factor IF-3
Pedo557,CA265_RS16135,Pedo557:CA265_RS16135,CA265_RS16135,hypothetical protein
Pedo557,CA265_RS17825,Pedo557:CA265_RS17825,CA265_RS17825,quinol:cytochrome C oxidoreductase
Pedo557,CA265_RS17835,Pedo557:CA265_RS17835,CA265_RS17835,DUF3341 domain-containing protein
Pedo557,CA265_RS19490,Pedo557:CA265_RS19490,CA265_RS19490,polysaccharide biosynthesis protein
Pedo557,CA265_RS08845,Pedo557:CA265_RS08845,CA265_RS08845,citrate (Si)-synthase
Pedo557,CA265_RS09515,Pedo557:CA265_RS09515,CA265_RS09515,type II 3-dehydroquinate dehydratase
Pedo557,CA265_RS16900,Pedo557:CA265_RS16900,CA265_RS16900,50S ribosomal protein L22
Pedo557,CA265_RS03300,Pedo557:CA265_RS03300,CA265_RS03300,DNA polymerase III subunit beta
Pedo557,CA265_RS17820,Pedo557:CA265_RS17820,CA265_RS17820,hypothetical protein
Pedo557,CA265_RS10605,Pedo557:CA265_RS10605,CA265_RS10605,hypothetical protein
Pedo557,CA265_RS02690,Pedo557:CA265_RS02690,CA265_RS02690,rod shape-determining protein MreD
Pedo557,CA265_RS21705,Pedo557:CA265_RS21705,CA265_RS21705,phosphate transport regulator
Pedo557,CA265_RS13035,Pedo557:CA265_RS13035,CA265_RS13035,permease
Pedo557,CA265_RS03095,Pedo557:CA265_RS03095,CA265_RS03095,thioredoxin
Pedo557,CA265_RS01970,Pedo557:CA265_RS01970,CA265_RS01970,hypothetical protein
Pedo557,CA265_RS23540,Pedo557:CA265_RS23540,CA265_RS23540,NADH-quinone oxidoreductase subunit C
Pedo557,CA265_RS02395,Pedo557:CA265_RS02395,CA265_RS02395,50S ribosomal protein L9
Pedo557,CA265_RS17015,Pedo557:CA265_RS17015,CA265_RS17015,30S ribosomal protein S7
Pedo557,CA265_RS22695,Pedo557:CA265_RS22695,CA265_RS22695,starch synthase
Pedo557,CA265_RS19355,Pedo557:CA265_RS19355,CA265_RS19355,hypothetical protein
Pedo557,CA265_RS15065,Pedo557:CA265_RS15065,CA265_RS15065,hypothetical protein
Pedo557,CA265_RS21475,Pedo557:CA265_RS21475,CA265_RS21475,ABC transporter ATP-binding protein
Pedo557,CA265_RS22705,Pedo557:CA265_RS22705,CA265_RS22705,aspartate 1-decarboxylase
Pedo557,CA265_RS08210,Pedo557:CA265_RS08210,CA265_RS08210,radical SAM protein
Pedo557,CA265_RS25010,Pedo557:CA265_RS25010,CA265_RS25010,tRNA lysidine(34) synthetase TilS
Pedo557,CA265_RS06225,Pedo557:CA265_RS06225,CA265_RS06225,adenylosuccinate lyase
Pedo557,CA265_RS16815,Pedo557:CA265_RS16815,CA265_RS16815,translation initiation factor IF-1
