gene_cluster_id	root_og	narrowest_og	n_tax_levels	breadth_class	COG_category	EC	KEGG_ko	PFAMs	Description	n_species	n_clusters
NZ_QZDN01000007.1_56	COG4227	2JEYP	7	universal	L	-	-	DUF1738,Toprim_4	Domain of unknown function (DUF1738)	7	9
NZ_JALDOM010000060.1_30	COG3843	2JEV9	5	universal	U	-	-	DUF3363	Protein of unknown function (DUF3363)	6	11
NZ_CP051429.1_2904	2ZIM4	1RCGQ	3	universal	-	-	-	Dynamin_N	-	1	1
NZ_CP051429.1_2729	30N98	1RRRY	4	universal	-	-	-	-	-	2	2
NZ_JALDOL010000067.1_15	COG3344	2K8JK	5	universal	L	2.7.7.49	ko:K00986	Intron_maturas2,RVT_1	Type II intron maturase	9	9
NZ_WABJ01000018.1_31	COG4373	2JD3S	5	universal	S	-	-	Terminase_5,Terminase_6,Terminase_6C	Terminase RNaseH-like domain	4	4
NZ_WABD01000100.1_15	COG3083	2JDJM	5	universal	S	-	ko:K07014	DUF3413,Sulfatase	Domain of unknown function (DUF3413)	3	3
NZ_VYSC01000001.1_173	COG1944	1RN47	4	universal	O	-	ko:K09136	OsmC,YcaO	redox protein regulator of disulfide bond formation	12	13
NZ_JALDNU010000040.1_38	32QW7	32QW7	2	universal	-	-	-	-	-	1	1
NZ_CP051429.1_839	COG0457	1SD74	4	universal	S	-	-	-	Tetratricopeptide repeat	33	169
NZ_CP051429.1_802	COG5293	1MWNW	3	universal	MU	-	-	DUF2326	Protein conserved in bacteria	1	1
NZ_WABE01000004.1_22	33QTN	1SJR1	4	universal	-	-	-	-	-	1	1
NZ_WABI01000077.1_15	COG3506	1NJI4	3	universal	S	-	-	DUF1349,fn3	Fibronectin, type III domain	6	6
NZ_WABD01000014.1_52	COG3501	1RV4P	4	universal	S	-	-	-	Rhs element vgr protein	8	14
NZ_QZDN01000065.1_28	COG4383	1RNBP	4	universal	S	-	-	DUF935	Mu-like prophage protein gp29	3	5
NZ_WABJ01000169.1_3	2ZAKU	4NU5N	3	universal	S	-	-	-	Psort location CytoplasmicMembrane, score	1	1
NZ_VZQG01000029.1_14	32ZRD	2JE9N	5	universal	S	-	-	-	Tryptophan synthase subunit beta	3	3
NZ_CP051429.1_830	COG2913	3WZNI	5	universal	J	-	-	-	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	19	28
NZ_CP051429.1_614	32DZ4	1S746	4	universal	-	-	-	-	-	1	1
NZ_QZDO01000060.1_39	32TY9	1S652	4	universal	-	-	-	-	-	2	2
NZ_CP051429.1_1748	31DU1	2JF5T	5	universal	-	-	-	-	-	2	4
NZ_QZDN01000028.1_24	32XJS	2JED3	5	universal	S	-	-	DUF2502	Protein of unknown function (DUF2502)	2	2
NZ_KQ046817.1_1085	32ZXM	1SIUM	4	universal	-	-	-	-	-	1	2
NZ_CM002023.1_1367	33CXG	1SH6S	4	universal	-	-	-	-	-	2	2
NZ_CM001841.1_3233	COG3189	2JEB2	5	universal	S	-	-	DUF488	Protein of unknown function, DUF488	14	14
NZ_WABB01000026.1_46	330E6	1SCN8	4	universal	-	-	-	-	-	1	1
NZ_CP051429.1_756	COG3450	403BW	5	universal	S	-	ko:K06995	Cupin_3	Protein of unknown function (DUF861)	18	25
NZ_WABG01000088.1_3	32Z24	2JECQ	5	universal	-	-	-	-	-	6	6
NZ_WABJ01000004.1_75	339QJ	1SIFN	4	universal	-	-	-	-	-	1	1
NZ_CP051429.1_1139	COG2832	2JE8F	5	universal	S	-	ko:K09790	DUF454	Protein of unknown function (DUF454)	23	28
NZ_JALDOK010000133.1_1	32U7G	1MTPE	5	universal	-	-	-	-	-	1	1
NZ_CP051429.1_1749	31DU1	2JF5T	5	universal	-	-	-	-	-	2	4
NZ_VYSC01000012.1_53	32RYJ	2JE7Q	5	universal	S	-	-	DUF4186	Domain of unknown function (DUF4186)	3	3
NZ_VZQE01000007.1_105	33GPE	1SGND	4	universal	-	-	-	-	-	2	2
NZ_JALDOB010000054.1_1	33YUP	2JF5Y	5	universal	S	-	-	FlxA	FlxA-like protein	1	1
NZ_JALDOJ010000004.1_180	COG5633	2JE9P	5	universal	S	-	-	DUF1425	Protein of unknown function (DUF1425)	9	9
NZ_WABC01000041.1_14	345Q6	1MSPF	5	universal	-	-	-	-	-	1	1
NZ_JAHEPW010000006.1_1126	33F7Q	1SE3E	4	universal	S	-	ko:K12291	DUF2531	Protein of unknown function (DUF2531)	1	1
NZ_JAHEPU010000003.1_418	COG2315	1MTRZ	5	universal	S	-	-	YjbR	YjbR	13	14
NZ_WABC01000033.1_23	32SRB	2JE92	5	universal	S	-	-	DUF1283	Belongs to the UPF0482 family	3	3
NZ_QESZ01000008.1_82	32SPZ	1S907	4	universal	-	-	-	-	-	2	2
NZ_PJJC01000013.1_167	33A3P	1SHGR	4	universal	-	-	-	-	-	1	1
NZ_CM001840.1_916	32WRD	1SAQA	4	universal	-	-	-	-	-	1	1
NZ_WABA01000034.1_22	32TB7	2JECV	5	universal	S	-	-	DUF3561	Protein of unknown function (DUF3561)	3	3
NZ_WABJ01000023.1_48	32ZYD	2JF5S	5	universal	S	-	-	Imm8	Immunity protein 8	1	1
NZ_JAHEPW010000002.1_615	32Z29	1S81B	4	universal	S	-	-	DUF2590	Protein of unknown function (DUF2590)	4	4
NZ_WAAY01000001.1_94	COG4381	1SB8B	4	universal	S	-	-	GP46	Phage protein GP46	5	5
NZ_WABH01000004.1_5	32VQ1	1SB5C	4	universal	S	-	-	-	Psort location Cytoplasmic, score 8.96	1	1
NZ_CP051429.1_793	COG3616	4637U	5	universal	E	-	-	DUF2958	Protein of unknown function (DUF2958)	7	10
NZ_VZQG01000033.1_4	32USX	2JE93	5	universal	S	-	-	DUF3168	Structural component (Phage or Prophage Related)	2	3
NZ_WABA01000047.1_14	316V4	2JE98	5	universal	S	-	-	DUF4156	Domain of unknown function (DUF4156)	4	4
NZ_CM001838.1_1685	31IZZ	2JEC2	5	universal	S	-	-	YejG	YejG-like protein	4	4
NZ_CP051429.1_249	COG3339	1S912	4	universal	S	-	-	DUF1232	Protein of unknown function (DUF1232)	21	25
NZ_VYSC01000028.1_2	COG3085	2JE8N	5	universal	S	-	ko:K09897	DUF413	Protein of unknown function, DUF	7	7
NZ_VZQF01000002.1_34	339ZG	1SHWE	4	universal	S	-	-	DUF202	Domain of unknown function (DUF202)	2	3
NZ_KQ046817.1_1596	COG2926	2JE8G	5	universal	S	-	ko:K09802	DUF496	Belongs to the UPF0265 family	3	3
NZ_CM001838.1_1557	32979	2JF64	5	universal	S	-	-	DUF1869	Domain of unknown function (DUF1869)	3	3
NZ_CM001838.1_1333	32VQ8	2JECU	5	universal	-	-	-	-	-	1	1
NZ_CP051429.1_2927	2ZCGA	1S3DG	4	universal	-	-	-	-	-	1	1
NZ_JALDNX010000068.1_2	32W11	2JEB9	5	universal	-	-	-	-	-	2	2
NZ_WABA01000025.1_36	339ZG	2JEC9	5	universal	S	-	-	DUF202	Domain of unknown function (DUF202)	2	3
NZ_WAAX01000028.1_1	32VDY	2JE7D	5	universal	-	-	-	-	-	2	2
NZ_CM001841.1_1537	COG3615	2JF1Q	5	universal	P	-	-	DUF1971	Domain of unknown function (DUF1971)	4	4
NZ_JALDOE010000007.1_179	COG2015	1TR7Q	3	universal	Q	-	-	Alkyl_sulf_dimr,Lactamase_B	Psort location Cytoplasmic, score	4	4
NZ_WABD01000014.1_20	2ZCY5	1STHC	4	universal	-	-	-	-	-	2	2
NZ_VZQG01000029.1_77	336TV	1SFDH	4	universal	-	-	-	-	-	1	1
NZ_JALDOK010000020.1_37	COG4517	2JE8Z	5	universal	S	-	-	DUF1820	Domain of unknown function (DUF1820)	5	5
NZ_WABJ01000004.1_74	32Y5T	1SDVX	4	universal	-	-	-	-	-	1	1
NZ_CP051429.1_3344	32SZA	1S8WH	4	universal	-	-	-	-	-	1	1
NZ_JALDOK010000039.1_9	COG5470	COG5470	2	universal	-	-	-	DUF1330	-	19	33
NZ_JALDOH010000021.1_16	COG5489	2JF32	5	universal	S	-	-	DUF736	Protein of unknown function (DUF736)	6	13
NZ_WABF01000003.1_80	4QHDG	4QHDG	1	narrow	-	-	-	-	-	1	1
NZ_CP051429.1_796	COG5489	1S4ZY	4	universal	S	-	-	DUF736	Protein of unknown function (DUF736)	6	13
NZ_JALDNW010000096.1_24	33ME8	1SGP5	4	universal	S	-	-	DUF1778	Protein of unknown function (DUF1778)	1	1
NZ_VZQH01000064.1_1	COG5489	2JEAF	5	universal	S	-	-	DUF736	Protein of unknown function (DUF736)	6	13
NZ_QESZ01000006.1_5	COG5489	2JF32	5	universal	S	-	-	DUF736	Protein of unknown function (DUF736)	6	13
NZ_PJJC01000017.1_5	COG3162	2JEBX	5	universal	S	-	-	DUF485	Protein of unknown function, DUF485	6	8
NZ_CM002023.1_3897	33IG5	2JEDE	5	universal	-	-	-	-	-	2	2
NZ_WABA01000066.1_15	COG2350	COG2350	2	universal	S	-	-	YCII	YCII-related domain	21	33
NZ_JALDOD010000148.1_2	COG3668	1X8H0	5	universal	S	-	-	ParE_toxin	ParE toxin of type II toxin-antitoxin system, parDE	7	16
NZ_WABD01000065.1_21	COG4575	2JEBM	5	universal	S	-	-	DUF883	Bacterial protein of unknown function (DUF883)	20	34
NZ_KQ046817.1_316	32ZVT	2JEI6	5	universal	S	-	-	YqjK	YqjK-like protein	1	1
NZ_CP069604.1_1509	COG0763	1NB85	3	universal	M	-	-	-	Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	3	4
NZ_CP051429.1_1451	COG0763	2JF2G	5	universal	M	-	-	-	Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	3	4
NZ_JAIZFZ010000003.1_14	COG3103	2JF2Q	5	universal	T	-	-	-	Sh3 type 3 domain protein	13	15
NZ_WABC01000010.1_56	COG5470	1SAHN	4	universal	S	-	-	DUF1330	Domain of unknown function (DUF1330)	19	33
NZ_AOOM01000224.1_3	33Z50	1SQ56	4	universal	-	-	-	-	-	1	1
NZ_CP069604.1_581	330VX	1SD9B	4	universal	-	-	-	MbeD_MobD	-	2	2
NZ_VZQG01000033.1_99	COG2350	1SPXB	4	universal	S	-	-	YCII	YCII-related domain	21	33
NZ_VZQE01000037.1_106	COG4453	1MST3	5	universal	S	-	-	DUF1778	Protein of unknown function (DUF1778)	6	10
NZ_JALDOM010000040.1_77	COG5470	2K737	5	universal	S	-	-	DUF1330	Domain of unknown function (DUF1330)	19	33
NZ_WABB01000030.1_24	32S3N	1S9E7	4	universal	S	-	-	YebO	YebO-like protein	2	2
NZ_CP051429.1_762	COG5314	3W2BU	5	universal	U	-	-	-	conjugation	3	3
NZ_JALDOL010000067.1_13	3400G	1MTU1	5	universal	-	-	-	-	-	1	1
NZ_JALDOC010000039.1_32	COG3776	2JEE4	5	universal	S	-	ko:K08993	DUF1145	Protein of unknown function (DUF1145)	10	10
NZ_CP051429.1_454	30X3U	1KEQM	5	universal	-	-	-	-	-	1	1
NZ_VZQE01000023.1_95	32RSY	2JEER	5	universal	S	-	-	DUF1435	Protein of unknown function (DUF1435)	2	2
NZ_QZDO01000041.1_17	COG2350	2JEC3	5	universal	S	-	-	YCII	YCII-related domain	21	33
NZ_PJJB01000003.1_91	31RXH	1S71B	4	universal	S	-	-	DUF2623	response to butan-1-ol	3	3
NZ_WABI01000134.1_2	3453Z	2JEK4	5	universal	-	-	-	-	-	2	2
NZ_CM001838.1_117	33MAC	2JEGE	5	universal	S	-	-	DUF2756	Protein of unknown function (DUF2756)	2	2
NZ_QZDO01000037.1_2	COG3042	1NAB3	3	universal	S	-	-	DUF333	Domain of unknown function (DUF333)	10	12
NZ_JALDNW010000046.1_6	32Z80	2JEC6	5	universal	-	-	-	Arc	-	2	2
NZ_JALDNT010000024.1_46	340HH	1SQYK	4	universal	-	-	-	-	-	1	1
NZ_WABA01000044.1_25	COG3100	2JEDD	5	universal	S	-	ko:K09902	YcgL	YcgL domain-containing protein	10	10
NZ_WAAY01000023.1_35	33AYU	1SIVB	4	universal	-	-	-	-	-	2	2
NZ_WABB01000072.1_17	COG3139	2JEDM	5	universal	S	-	ko:K09916	DUF1315	Protein of unknown function (DUF1315)	15	15
NZ_WABE01000040.1_27	31UJN	1YUEJ	5	universal	-	-	-	-	-	1	1
NZ_CP051429.1_3397	2ZENG	2ZENG	2	universal	Q	-	-	PP-binding	Phosphopantetheine attachment site	1	1
NZ_CM001840.1_372	COG4453	2JECG	5	universal	S	-	-	DUF1778	Protein of unknown function (DUF1778)	6	10
NZ_CP017638.1_3428	331AY	1SC8J	4	universal	S	-	-	DUF1488	Protein of unknown function (DUF1488)	6	6
NZ_CP069604.1_4198	32ZBU	2JEI7	5	universal	S	-	ko:K12151	DUF1471	Protein of unknown function (DUF1471)	4	14
NZ_CP051429.1_4095	32ZBU	2JEI7	5	universal	S	-	ko:K12151	DUF1471	Protein of unknown function (DUF1471)	4	14
NZ_KQ046817.1_3388	COG1020	1SR81	4	universal	Q	-	-	PP-binding	Phosphopantetheine attachment site	5	10
NZ_CP051429.1_396	32YT2	1WZ7K	5	universal	S	-	-	DUF2442	Protein of unknown function (DUF2442)	2	2
NZ_QZDN01000008.1_42	31DV7	2JF78	5	universal	-	-	-	-	-	1	1
NZ_JACWOI010000021.1_6	33WMZ	1K93F	5	universal	-	-	-	-	-	3	3
NZ_FMYA01000005.1_122	COG4529	1YMKV	5	universal	S	-	-	NAD_binding_9	FAD-NAD(P)-binding	8	12
NZ_CP022775.1_1218	COG1379	1K4MC	5	universal	S	-	-	DUF4178	Domain of unknown function (DUF4178)	4	4
NZ_JACWPU010000206.1_4	COG3677	1KERV	5	universal	L	-	-	DUF746	Domain of Unknown Function (DUF746)	7	11
NZ_JACWNV010000164.1_3	COG1379	1K4MC	5	universal	S	-	-	DUF4178	Domain of unknown function (DUF4178)	4	4
NZ_CP022796.1_2936	COG5361	1K0PN	5	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1254)	10	23
NZ_CP051170.1_362	COG0402	1K495	5	universal	F	-	-	Amidohydro_1	Amidohydrolase family	3	3
NZ_CP015225.1_388	COG2206	1SZ8F	6	universal	K	-	-	GerE,HD_5	Phosphohydrolase	5	5
NZ_JACWNH010000003.1_75	33WRS	1NW8H	3	universal	-	-	-	-	-	1	1
NC_010681.1_3246	COG0469	1K3DK	5	universal	G	2.7.1.40	ko:K00873	PK,PK_C	Belongs to the pyruvate kinase family	3	3
NZ_JACWOZ010000011.1_71	COG0668	1K30Q	5	universal	M	-	-	TM_helix	Conserved TM helix	14	22
NC_010676.1_42	COG0457	1K54G	5	universal	S	-	-	TPR_16	Tetratricopeptide repeat	33	169
NZ_QKYQ01000013.1_75	30T5U	1K3S6	5	universal	S	-	-	DUF3426,zinc_ribbon_4,zinc_ribbon_5	MJ0042 family finger-like	4	4
NZ_FOTH01000003.1_237	31TSS	1YR5Q	5	universal	-	-	-	-	-	1	1
NZ_SNVI01000001.1_2802	2ZB7P	1K41N	5	universal	S	-	-	DUF2957	Protein of unknown function (DUF2957)	1	1
NC_010681.1_3839	COG1309	1K9UA	5	universal	K	-	-	TniQ	TniQ	11	36
NZ_JAJLIW010000098.1_10	COG0494	COG0494	2	universal	L	3.6.1.55	ko:K03574	NUDIX	nUDIX hydrolase	8	12
NZ_CP022789.1_223	COG0823	1K6DF	5	universal	U	-	-	F5_F8_type_C,PD40	PFAM coagulation factor 5 8 type domain protein	15	21
NZ_PVNC01000006.1_391	COG0624	1K04S	5	universal	E	-	-	M20_dimer,Peptidase_M20	peptidase dimerisation domain protein	9	12
NZ_JAJLIY010000002.1_6	COG0823	1K6DF	5	universal	U	-	-	F5_F8_type_C,PD40	PFAM coagulation factor 5 8 type domain protein	15	21
NZ_PVNC01000001.1_15	COG5361	1K0PN	5	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1254)	10	23
NZ_CP015225.1_3681	COG2120	1Z6RY	5	universal	S	-	-	PIG-L	GlcNAc-PI de-N-acetylase	8	12
NC_010681.1_2558	COG1139	1K165	5	universal	C	-	ko:K18929	DUF3390,Fer4_8,LUD_dom	4Fe-4S ferredoxin, iron-sulfur binding	3	3
NZ_CP022776.1_606	30T5U	1K3S6	5	universal	S	-	-	DUF3426,zinc_ribbon_4,zinc_ribbon_5	MJ0042 family finger-like	4	4
NZ_SNVI01000002.1_2044	COG4320	1K2DQ	5	universal	S	-	-	DUF2252	Uncharacterized protein conserved in bacteria (DUF2252)	7	9
NZ_SNVI01000001.1_1940	2ZWQS	1K02X	5	universal	-	-	-	-	-	1	1
NZ_FPIX01000012.1_98	COG2308	1YP86	5	universal	S	-	-	CP_ATPgrasp_2	Circularly permuted ATP-grasp type 2	25	45
NZ_CP015225.1_1278	COG4487	1K4WE	5	universal	S	-	-	DUF2130	Uncharacterized protein conserved in bacteria (DUF2130)	3	3
NZ_PVNC01000001.1_793	COG2308	1JZMM	5	universal	S	-	-	CP_ATPgrasp_2	Circularly permuted ATP-grasp type 2	25	45
NZ_CP019912.1_1204	COG0582	1K47N	5	universal	L	-	-	-	Belongs to the 'phage' integrase family	22	49
NC_010676.1_2887	2ZA4W	1K3CI	5	universal	-	-	-	-	-	1	1
NC_010681.1_2930	COG3637	1JZWA	5	universal	M	-	-	Phenol_MetA_deg	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	20	69
NC_010681.1_1745	COG0624	1K04S	5	universal	E	-	-	M20_dimer,Peptidase_M20	peptidase dimerisation domain protein	9	12
NZ_FOTH01000018.1_34	COG1167	1YNH2	5	universal	K	-	-	Aminotran_1_2,GntR	Transcriptional regulator	6	8
NC_014311.1_2139	COG0666	COG0666	2	universal	G	-	-	Ank,Ank_2,Ank_3,Ank_4,Ank_5	response to abiotic stimulus	9	16
NZ_SNVI01000002.1_1884	COG0161	1JZV1	5	universal	E	-	-	Aminotran_3	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	6	10
NZ_SNVI01000001.1_3056	30APC	1KIK3	5	universal	S	-	-	DUF3426,zinc_ribbon_5	Protein of unknown function (DUF3426)	1	1
NC_010681.1_2927	3317I	1K4ES	5	universal	-	-	-	-	-	4	4
NZ_JACNDS010000001.1_502	32T6N	1S9GP	4	universal	-	-	-	-	-	3	3
NC_010679.1_3	349BV	1KEA2	5	universal	-	-	-	PAP_PilO	-	1	1
NZ_FNZL01000019.1_106	2Z8CV	1YMI8	5	universal	S	-	-	Haem_oxygenas_2	Iron-containing redox enzyme	6	6
NZ_JACNDS010000001.1_1034	COG3772	1RNVH	4	universal	M	-	-	-	Integrating conjugative element protein	3	4
NZ_FNZL01000019.1_37	COG4461	COG4461	2	universal	G	-	-	DUF4431	4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process	11	14
NZ_FNYG01000009.1_76	COG3182	1YPQ2	5	universal	S	-	-	PepSY,PepSY_TM	PepSY-associated TM region	16	31
NZ_FPAL01000006.1_324	COG5383	1YMYG	5	universal	S	-	-	DUF1338	DUF1338	14	14
NZ_PVNC01000006.1_84	COG0654	1K1UX	5	universal	CH	-	-	FAD_oxidored	COG0654 2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	8	11
NZ_PVNC01000001.1_300	COG5361	1K60R	5	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1214)	10	23
NZ_JAAWVK010000029.1_40	COG4267	1K3XA	5	universal	S	-	ko:K21012	PelG	Putative exopolysaccharide Exporter (EPS-E)	2	2
NZ_FNNL01000008.1_176	2Z7HQ	1RN8H	4	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_CP022762.1_608	337DA	1K4VR	5	universal	S	-	-	-	Evidence 4 Homologs of previously reported genes of	1	2
NZ_FNZL01000029.1_33	2Z7HQ	1YPBI	5	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_FOPT01000007.1_118	COG3177	1RXR7	4	universal	S	-	-	Fic	Fic/DOC family	16	18
NZ_FMWA01000001.1_68	2Z7HQ	1MXTF	3	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_FMWA01000001.1_551	2Z7HQ	2KVIP	5	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NC_010681.1_2494	COG1409	1K2VI	5	universal	S	-	-	-	Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes	12	19
NC_010676.1_2109	COG1388	1KIP7	5	universal	M	-	-	Muraidase	Pfam:DUF3380	8	9
NZ_JACWNJ010000008.1_559	2Z9G8	1K17Y	5	universal	-	-	-	-	-	2	3
NZ_FNZL01000009.1_96	2ZA39	1RYUF	4	universal	-	-	-	-	-	4	4
NZ_CP022796.1_2395	31WM6	1K1U2	5	universal	S	-	-	DUF3999	Protein of unknown function (DUF3999)	8	8
NC_010681.1_229	COG0582	1KHHX	5	universal	L	-	-	Phage_integrase	Belongs to the 'phage' integrase family	22	49
NZ_CP068285.1_3017	316NR	1K6VE	5	universal	-	-	-	-	-	3	3
NC_010679.1_14	COG2271	1K44I	5	universal	G	-	-	MFS_1	Major Facilitator Superfamily	6	8
NZ_SNVI01000002.1_1185	COG1253	1K0GN	5	universal	S	-	-	CBS,CorC_HlyC,DUF21	CBS domain containing protein	15	20
NZ_JAHWRH010000004.1_38	33CVW	2W4MZ	4	universal	S	-	-	-	type III effector	3	5
NC_010676.1_97	2Z86S	1K0NG	5	universal	S	-	-	DUF3443	Protein of unknown function (DUF3443)	1	6
NC_010681.1_100	COG4949	1K841	5	universal	S	-	-	DUF3422	Protein of unknown function (DUF3422)	12	14
NZ_FPIX01000014.1_37	COG3203	1YNIA	5	universal	M	-	-	-	Forms passive diffusion pores that allow small molecular weight hydrophilic materials across the outer membrane	21	61
NZ_JAJMNG010000018.1_7	3311S	2W1UJ	4	universal	-	-	-	-	-	3	3
NZ_CP051169.1_328	33BUJ	1NC03	3	universal	-	-	-	-	-	2	4
NZ_FMTR01000002.1_14	COG3522	1YPR5	5	universal	S	-	ko:K11893	T6SS_VasE	Type VI secretion	6	11
NC_010681.1_1565	COG3706	2VJCR	4	universal	T	-	-	GGDEF,PAS,PAS_9	PFAM GGDEF domain containing protein	14	25
NZ_JAJLJC010000014.1_97	2ZESX	1K9XI	5	universal	-	-	-	-	-	2	2
NZ_QKYR01000009.1_73	316NR	1K6VE	5	universal	-	-	-	-	-	3	3
NZ_FMYA01000005.1_106	COG3522	1YRV0	5	universal	S	-	ko:K11893	T6SS_VasE	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE	6	11
NZ_FMYA01000045.1_25	COG3522	1YM4G	5	universal	S	-	ko:K11893	T6SS_VasE	Type VI secretion	6	11
NC_014310.1_1557	310FZ	1KAXA	5	universal	-	-	-	-	-	4	4
NZ_PVNC01000001.1_431	COG2244	1K6SV	5	universal	S	-	-	-	polysaccharide biosynthetic process	12	19
NC_010681.1_3680	COG5476	1K48A	5	universal	E	-	-	DUF1485,MlrC_C	Involved in peptidolytic degradation of cyclic heptapeptide hepatotoxin microcystin (MC)	4	5
NZ_PVNC01000006.1_104	COG0161	1K0AP	5	universal	E	-	-	Aminotran_3	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	6	10
NZ_PVNC01000005.1_10	COG3064	1K11H	5	universal	M	-	-	DUF3300	Protein of unknown function (DUF3300)	19	38
NC_010681.1_551	2Z8WH	1K4MY	5	universal	S	-	-	DUF1996	Domain of unknown function (DUF1996)	1	1
CP011998.1_1437	COG4932	COG4932	2	universal	M	-	-	DUF11	domain protein	6	6
NZ_FMXH01000002.1_448	348TJ	348TJ	2	universal	-	-	-	-	-	1	1
NZ_CP022777.1_1364	COG3210	1KB3C	7	universal	P	-	-	DUF3500	Protein of unknown function (DUF3500)	10	13
NZ_JAJLJC010000027.1_39	31WM6	1K1U2	5	universal	S	-	-	DUF3999	Protein of unknown function (DUF3999)	8	8
NZ_JAAWVJ010000046.1_15	2Z9MP	1K6S9	5	universal	S	-	-	Collagen_mid	Bacterial collagen, middle region	3	3
NZ_CP015225.1_3486	COG3950	1R420	3	universal	L	-	-	AAA_15,AAA_21,AAA_23	ATPase involved in DNA repair	7	9
NC_014311.1_2556	2Z9HB	1K34E	5	universal	S	-	-	GT87	Glycosyltransferase family 87	3	3
NC_010676.1_2453	COG2271	1K2M7	5	universal	G	-	-	MFS_1	PFAM major facilitator superfamily MFS_1	6	8
NZ_SNVI01000002.1_445	COG1262	1KGZG	5	universal	S	-	-	DinB_2,FGE-sulfatase,Methyltransf_23,Methyltransf_25,Methyltransf_31	DinB superfamily	18	26
NZ_FMXH01000009.1_155	COG2851	1RR4W	4	universal	C	-	ko:K03300	CitMHS	Citrate transporter	4	5
NC_010676.1_2020	315FH	1K5PE	5	universal	S	-	-	O-antigen_lig	O-antigen ligase like membrane protein	1	1
NZ_JAJLJF010000076.1_9	2Z91M	3JWMZ	5	universal	S	-	ko:K18376	NolX	NolX protein	2	3
NZ_CP015225.1_1773	2Z7TF	4FWV1	4	universal	S	-	-	DUF2236	Uncharacterized protein conserved in bacteria (DUF2236)	2	2
NZ_JACWNH010000001.1_905	COG4487	1K4WE	5	universal	S	-	-	DUF2130	Uncharacterized protein conserved in bacteria (DUF2130)	3	3
NC_014311.1_1727	33CVW	2W4MZ	4	universal	S	-	-	-	type III effector	3	5
NZ_SNVI01000001.1_1920	33E7G	1KB30	5	universal	-	-	-	-	-	1	2
NZ_JACNDS010000001.1_1462	COG0665	1YT1H	5	universal	E	-	ko:K09471	DAO	Thi4 family	9	14
NZ_CP022796.1_2140	COG1413	1KB9X	5	universal	C	-	-	HEAT_2	lyase activity	12	21
NZ_CP022760.1_1196	COG0810	COG0810	2	universal	M	-	ko:K02519,ko:K03646,ko:K03832	Gram_pos_anchor,MucBP,TonB_C,YSIRK_signal,YXWGXW	energy transducer activity	13	20
JACWNF010000012.1_39	2ZI96	1K33T	5	universal	-	-	-	-	-	3	3
NC_010679.1_109	COG2948	1K20P	5	universal	U	-	ko:K03195	TrbI	PFAM conjugation TrbI family protein	3	4
NZ_JACWNJ010000001.1_237	COG0582	1K47N	5	universal	L	-	-	-	Belongs to the 'phage' integrase family	22	49
NZ_SNVI01000001.1_2315	COG3170	1K1E4	5	universal	NU	-	-	DUF3108	Protein of unknown function (DUF3108)	21	28
NZ_CP022759.1_3181	33ICG	1NP1B	3	universal	-	-	-	-	-	3	3
NC_010679.1_13	COG4638	1K3C0	5	universal	P	-	-	Rieske	Rieske [2Fe-2S] domain	5	11
NZ_JACWPO010000066.1_22	33ICG	1NP1B	3	universal	-	-	-	-	-	3	3
NC_010676.1_1385	COG2733	1K1CA	5	universal	S	-	-	DUF445	Protein of unknown function (DUF445)	7	12
NC_010681.1_3772	2Z86S	1K0WX	5	universal	S	-	-	DUF3443	Protein of unknown function (DUF3443)	1	6
NZ_FPAL01000005.1_133	COG0438	COG0438	2	universal	M	-	-	Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1	transferase activity, transferring glycosyl groups	18	39
NZ_CP022788.1_1489	3311S	2W1UJ	4	universal	-	-	-	-	-	3	3
NC_010681.1_2648	2Z86S	1K5DT	5	universal	S	-	-	DUF3443	Protein of unknown function (DUF3443)	1	6
